investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date
Accident,NYC82DA180,1982-08-02,"LONG BRANCH, NJ",United States,,,,,Non-Fatal,Destroyed,Airplane,N2705M,Piper,PA-12,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,02-08-1983
Accident,MIA82FKJ05,1982-08-02,"JAY, FL",United States,,,,,Fatal(1),Destroyed,Airplane,N8921L,Piper,PA-25,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,02-08-1983
Accident,FTW82DA307,1982-08-02,"CALUMET, OK",United States,,,12,MOBERLY,Non-Fatal,Destroyed,Airplane,N70802,Cessna,182M,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-08-1983
Accident,CHI82DA297,1982-08-02,"STANDARD ROCK, MI",United States,,,,LAKE SUPERIOR,Non-Fatal,Destroyed,Airplane,N6164V,Lake,LA-4-200,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,02-08-1983
Accident,CHI82DA289,1982-08-02,"CALEDONIA, MN",United States,,,BY3,CALEDONIA,Non-Fatal,Destroyed,Airplane,N19452,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,02-08-1983
Accident,ATL82DLQ08,1982-08-02,"2NM SW OF LYNCH, KY",United States,,,,,Non-Fatal,Destroyed,Helicopter,N33TA,Bell,206B,No,1.0,Turbo Shaft,Part 137: Agricultural,UNK,Aerial Application,,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,02-08-1983
Accident,FTW82DA310,1982-08-02,"ABBEVILLE, LA",United States,,,,,Non-Fatal,Substantial,Airplane,N5787J,Cessna,182P,No,1.0,Reciprocating,Part 91: General Aviation,,Ferry,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,02-08-1983
Accident,ATL82DA226,1982-08-02,"WETUMPKA, AL",United States,,,,,Non-Fatal,Substantial,Helicopter,N8801F,Hughes,269A,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,02-08-1983
Accident,ANC82DAG38,1982-08-02,"44MI NW MCCARTH, AK",United States,,,,SOLO CREEK,Non-Fatal,Substantial,Airplane,N84345,Cessna,172K,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,2.0,VMC,Takeoff,Probable Cause,02-08-1983
Accident,LAX82FA287,1982-08-02,"LOS ANGELES, CA",United States,,,,,Non-Fatal,Substantial,Airplane,N63572,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,2.0,0.0,VMC,Cruise,Probable Cause,02-08-1983
Accident,ATL82DA227,1982-08-02,"DOTHAN, AL",United States,,,,,Non-Fatal,Substantial,Helicopter,N79SW,Hiller,UH12D,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Unknown,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,02-08-1983
Accident,CHI82FA290B,1982-08-03,"OSHKOSH, WI",United States,,,OSH,WITTMAN FIELD,Fatal(3),Destroyed,Airplane,NX5148,Corben,B,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Other,Probable Cause,03-08-1983
Accident,CHI82FA290A,1982-08-03,"OSHKOSH, WI",United States,,,OSH,WITTMAN FIELD,Fatal(3),Destroyed,Airplane,N9JR,Starduster,II,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Other,Probable Cause,03-08-1983
Accident,ANC82DAG39,1982-08-03,"RUSH LAKE, AK",United States,,,,,Non-Fatal,Destroyed,Airplane,N3125C,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,3.0,0.0,VMC,Takeoff,Probable Cause,03-08-1983
Accident,NYC82FNC10,1982-08-03,"WOODSTOCK, VT",United States,,,,,Non-Fatal,Substantial,Airplane,N7502P,Piper,PA-24-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,03-08-1983
Accident,NYC82DA182,1982-08-03,"SCHROON LAKE, NY",United States,,,4B7,SCHROON LAKE,Non-Fatal,Substantial,Airplane,N6676B,Cessna,310C,No,2.0,Reciprocating,Part 91: General Aviation,,Ferry,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-08-1983
Accident,LAX82DA288,1982-08-03,"GRASS VALLEY, CA",United States,,,017,NEVADA COUNTY AIRPARK,Non-Fatal,Substantial,Airplane,N4991F,Cessna,U206B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-08-1983
Accident,DEN82DA152,1982-08-03,"LANDER, WY",United States,,,LND,HUNT,Non-Fatal,Substantial,Airplane,N6476G,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Unknown,Probable Cause,03-08-1983
Accident,CHI82DA302,1982-08-03,"PERU, IL",United States,,,,,Non-Fatal,Substantial,Airplane,N52VM,Sonerai,II,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,03-08-1983
Accident,CHI82DA293,1982-08-03,"BELVIDERE, IL",United States,,,L36,BELVIDERE,Non-Fatal,Substantial,Airplane,N65561,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-08-1983
Accident,CHI82DA292,1982-08-03,"GENEVA, OH",United States,,,,TRUMBULL (PVT),Non-Fatal,Substantial,Airplane,N693RB,Thorp,T-18,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,03-08-1983
Accident,ANC82DA070,1982-08-03,"NEAR ANCHORAGE, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N22695,Cessna,150H,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,2.0,0.0,0.0,VMC,Maneuvering,Probable Cause,03-08-1983
Accident,ANC82DA065,1982-08-03,"EAGLE RIVER, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N9872M,Maule,M-4-210C,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,03-08-1983
Accident,ANC82DA064,1982-08-03,"NEAR KENAI, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N1751U,Cessna,207,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,6.0,0.0,0.0,VMC,Climb,Probable Cause,03-08-1983
Accident,NYC82FA181,1982-08-04,"CONCORD, NH",United States,,,,,Fatal(2),Destroyed,Airplane,N81786,Piper,PA-28-161,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Coastal Air Services, Inc.",2.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,04-08-1983
Accident,LAX82FA290,1982-08-04,"PALO VERDE, AZ",United States,,,,,Fatal(2),Destroyed,Airplane,N1UR,Beech,95-B55,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,04-08-1983
Accident,DEN82DA155,1982-08-04,"BUENA VISTA, CO",United States,,,,,Non-Fatal,Destroyed,Helicopter,N23DW,Bell Helicopter Textron,47G3B1,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,04-08-1983
Accident,ATL82FA229,1982-08-04,"RALEIGH, NC",United States,,,RDU,RALEIGH DURHAM MUNICIPAL,Non-Fatal,Destroyed,Airplane,N4076W,Piper,PA-32-260,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Fast Eddie's Flying Service,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,04-08-1983
Accident,ATL82DA228,1982-08-04,"NASHVILLE, TN",United States,,,,,Non-Fatal,Destroyed,Helicopter,N9209F,Hughes,369HS,No,1.0,Turbo Shaft,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,IMC,Landing,Probable Cause,04-08-1983
Incident,ANC82IA067,1982-08-04,"NEAR BIG LAKE, AK",United States,,,,,Incident,Minor,Airplane,N70604,Piper,J-3,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,04-08-1983
Accident,SEA82DA056,1982-08-04,"SNOHOMISH, WA",United States,,,S43,HARVYFIELD,Non-Fatal,Substantial,Airplane,N5001Z,Piper,PA-22-108,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,04-08-1983
Accident,MKC82DA157,1982-08-04,"GARDEN CITY, KS",United States,,,GCK,GARDEN CITY MUNI,Non-Fatal,Substantial,Airplane,N2600S,Cessna,T337C,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,04-08-1983
Accident,LAX82FVD20,1982-08-04,"LIVERMORE, CA",United States,,,,,Non-Fatal,Substantial,Airplane,N6976N,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,VMC,Climb,Probable Cause,04-08-1983
Accident,FTW82DA314,1982-08-04,"NEWELLTON, LA",United States,,,,,Non-Fatal,Substantial,Airplane,N2375J,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,04-08-1983
Accident,FTW82DA313,1982-08-04,"ALVIN, TX",United States,,,6R5,ALVIN AIR PARK,Non-Fatal,Substantial,Airplane,N5503K,Bellanca,8KCAB,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,04-08-1983
Accident,CHI82DA296,1982-08-04,"LE SUER, MN",United States,,,124,LESUER MUNICIPAL,Non-Fatal,Substantial,Airplane,N9309S,Beech,B19,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,04-08-1983
Accident,ANC82DAG40,1982-08-04,"TYONEK, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N8933R,Aeronca,7GC,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,IMC,Cruise,Probable Cause,04-08-1983
Accident,ANC82DA068,1982-08-04,"FAIRBANKS, AK",United States,,,FAI,FAIRBANKS INTERNATIONAL,Non-Fatal,Substantial,Airplane,N4655C,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,04-08-1983
Accident,ANC82DA066,1982-08-04,"ANCHORAGE, AK",United States,,,MRI,MERRILL FIELD,Non-Fatal,Substantial,Airplane,N4582H,Piper,PA-17,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,04-08-1983
Accident,ATL82FID12,1982-08-04,"SUFFOLK, VA",United States,,,,SUFFOLK,Non-Fatal,Substantial,Gyrocraft,NONE,Benson,B8M,Yes,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,04-08-1983
Incident,MKC82IA137,1982-08-05,"ST. JOSEPH, MO",United States,,,STJ,ROSECRANS MEMORIAL,Incident,Minor,Airplane,N312MA,Mitsubishi,MU-2B-25,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Climb,Probable Cause,05-08-1983
Accident,FTW82DA316,1982-08-05,"ROCKWALL, TX",United States,,,,,Non-Fatal,Destroyed,Airplane,N67570,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,05-08-1983
Incident,DEN82IA154,1982-08-05,"DENVER, CO",United States,,,DEN,STAPLETON INTERNATIONAL,Incident,Minor,Airplane,N7356F,Boeing,737-291,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,"Frontier Airlines, Inc.",0.0,0.0,0.0,102.0,VMC,Takeoff,Probable Cause,05-08-1983
Accident,LAX82DA289,1982-08-05,"PHOENIX, AZ",United States,,,,,Non-Fatal,Substantial,Airplane,N6349M,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,05-08-1983
Accident,DEN82FTC08,1982-08-05,"NEAR LARAMIE, WY",United States,,,RWL,,Non-Fatal,Substantial,Airplane,N5433A,Cessna,T210N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,3.0,VMC,Cruise,Probable Cause,05-08-1983
Accident,DEN82DA153,1982-08-05,"BILLINGS, MT",United States,,,BIL,BILLINGS LOGAN,Non-Fatal,Substantial,Airplane,N895K,Beech,90,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,05-08-1983
Accident,CHI82DA300,1982-08-05,"BRAINERD, MN",United States,,,BRD,EAST GULL,Non-Fatal,Substantial,Airplane,N43745,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,05-08-1983
Accident,CHI82DA295,1982-08-05,"WHITEHALL, WI",United States,,,,,Non-Fatal,Substantial,Airplane,N802RB,Boeing Stearman,A75-300N1,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,IMC,Cruise,Probable Cause,05-08-1983
Accident,CHI82DA294,1982-08-05,"MILWAUKEE, WI",United States,,,,,Non-Fatal,Substantial,Airplane,N59Y,Breezy,RLU1,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,IMC,Cruise,Probable Cause,05-08-1983
Accident,SEA82DA136,1982-08-06,"DIXIE, ID",United States,,,69U,MACKAY BAR,Non-Fatal,Destroyed,Airplane,N1627U,Cessna,T207,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,5.0,VMC,Takeoff,Probable Cause,06-08-1983
Accident,NYC82DA187,1982-08-06,"UNIONVILLE, PA",United States,,,79N,RIDGE SOARING GLIDERPORT,Non-Fatal,Destroyed,Glider,N20KG,Schleicher,ASW-20,No,0.0,Unknown,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,06-08-1983
Accident,DEN82DA157B,1982-08-06,"GRAFTON, ND",United States,,,54D,GRAFTON MUNICIPAL,Non-Fatal,Minor,Airplane,N6509K,Grumman,G-164B,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Unknown,,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,06-08-1983
Accident,ATL82FA233,1982-08-06,"FOLKSTON, GA",United States,,,,,Fatal(2),Destroyed,Airplane,N7379J,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,06-08-1983
Accident,NYC82DA191,1982-08-06,"POESTENKILL, NY",United States,,,5B7,RENSSELAER,Non-Fatal,Substantial,Airplane,N2361K,Piper,PA-38-112,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,06-08-1983
Accident,NYC82DA184,1982-08-06,"LONG LAKE, NY",United States,,,,,Non-Fatal,Substantial,Airplane,N4011E,Aeronca,11BC,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,VMC,Approach,Probable Cause,06-08-1983
Accident,FTW82FQA24,1982-08-06,"LAKE ARTHUR, NM",United States,,,,,Non-Fatal,Substantial,Airplane,N1489A,Piper,PA-22,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,2.0,0.0,0.0,VMC,Maneuvering,Probable Cause,06-08-1983
Accident,FTW82DA318,1982-08-06,"CONWAY, AR",United States,,,M03,CONWAY MUNI,Non-Fatal,Substantial,Airplane,N200AH,Beech,95-A55,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,06-08-1983
Accident,FTW82DA317,1982-08-06,"AFTON, OK",United States,,,79F,MONKEY ISLAND AIRPORT,Non-Fatal,Substantial,Airplane,N6756B,Beech,C23,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,06-08-1983
Accident,FTW82DA315,1982-08-06,"SPRINGDALE, AR",United States,,,,,Non-Fatal,Substantial,Airplane,N7176R,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Descent,Probable Cause,06-08-1983
Accident,DEN82DA157A,1982-08-06,"GRAFTON, ND",United States,,,54D,GRAFTON MUNICIPAL,Non-Fatal,Substantial,Airplane,N8909V,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,06-08-1983
Accident,CHI82DA310,1982-08-06,"DIXON, IL",United States,,,1L6,DIXON MUNICIPAL,Non-Fatal,Substantial,Airplane,N195SB,Cessna,195A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,06-08-1983
Accident,ATL82DA230,1982-08-06,"OPP, AL",United States,,,,,Non-Fatal,Substantial,Airplane,N6637Q,Grumman,G164B,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,06-08-1983
Accident,ANC82DA045,1982-08-06,"NEAR ANCHORAGE, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N251T,Piper,PA-12,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,VMC,Cruise,Probable Cause,06-08-1983
Accident,SEA82FYA09,1982-08-07,"KETCHUM, ID",United States,,,,,Fatal(2),Destroyed,Airplane,N736VC,Cessna,R172K,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,07-08-1983
Accident,NYC82DA197,1982-08-07,"HANOVER, NJ",United States,,,N58,HANOVER,Non-Fatal,Substantial,Airplane,N2502Z,Bellanca,8KCAB,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,07-08-1983
Accident,NYC82DA185,1982-08-07,"WISCASSET, ME",United States,,,9B9,WISCASSET,Non-Fatal,Substantial,Airplane,N8476B,Grumman,AA-5A,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,07-08-1983
Accident,SEA82DA137,1982-08-07,"SHELTON, WA",United States,,,SHN,SANDERSON FIELD,Non-Fatal,Substantial,Helicopter,N10966,Hughes,369D,No,1.0,Turbo Shaft,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,07-08-1983
Accident,MIA82DA164,1982-08-07,"VERO BEACH, FL",United States,,,X-52,NEW HIBISCUS,Non-Fatal,Substantial,Airplane,N2406D,Piper,PA-38,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,07-08-1983
Accident,SEA82DA138,1982-08-08,"FORKS, WA",United States,,,,,Non-Fatal,Destroyed,Airplane,N9368U,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,IMC,Descent,Probable Cause,08-08-1983
Incident,MKC82IA138,1982-08-08,"WILSONVILLE, NE",United States,,,,,Incident,Minor,Airplane,N7043Z,Piper,PA-25-235,No,1.0,Reciprocating,Part 91: General Aviation,,Aerial Application,,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,08-08-1983
Accident,LAX82FA294,1982-08-08,"CORCORAN, CA",United States,,,CRO,CORCORAN,Fatal(2),Destroyed,Airplane,N47489,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Landing,Probable Cause,08-08-1983
Accident,LAX82FA291,1982-08-08,"WEAVERVILLE, CA",United States,,,054,WEAVERVILLE,Fatal(1),Destroyed,Airplane,N48754,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,1.0,0.0,0.0,0.0,VMC,Go-around,Probable Cause,08-08-1983
Accident,LAX82DA292,1982-08-08,"HANAPEPE, HI",United States,,,,PORT ALLEN,Non-Fatal,Destroyed,Airplane,N7014G,Cessna,172K,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,1.0,VMC,Landing,Probable Cause,08-08-1983
Accident,FTW82FRG39,1982-08-08,"BANDERA, TX",United States,,,,,Fatal(1),Destroyed,Airplane,N148AF,Piper,PA-23-250,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,08-08-1983
Accident,FTW82FPJ19,1982-08-08,"OVERBROOK, OK",United States,,,,LAKE MURRAY,Non-Fatal,Destroyed,Airplane,N46172,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,3.0,0.0,1.0,VMC,Takeoff,Probable Cause,08-08-1983
Accident,FTW82DA323,1982-08-08,"GRAND ISLE, LA",United States,,,,,Non-Fatal,Destroyed,Helicopter,N59504,Bell,206B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,Petroleum Helicopter,0.0,1.0,0.0,0.0,VMC,Landing,Probable Cause,08-08-1983
Accident,DEN82FTE22,1982-08-08,"CRESTED BUTTE, CO",United States,,,,,Fatal(1),Destroyed,Glider,N199A,Eiriavion Oy,PIK-20D,No,0.0,Unknown,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,UNK,Maneuvering,Probable Cause,08-08-1983
Accident,DEN82FTC09,1982-08-08,"KAYCEE, WY",United States,,,,,Fatal(1),Destroyed,Helicopter,N8529F,Bell,47G-3B-L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,08-08-1983
Accident,NYC83LA017,1982-08-08,"BURLINGTON, CT",United States,,,22B,JOHNNYCAKE,Non-Fatal,Substantial,Airplane,N1836A,Piper,PA-20,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,08-08-1983
Accident,NYC82DA232,1982-08-08,"LAKE GEORGE, NY",United States,,,,LAKE GEORGE,Non-Fatal,Substantial,Airplane,N1344Q,Cessna,185F,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,08-08-1983
Accident,NYC82DA189,1982-08-08,"WELLESLEY, MA",United States,,,,,Non-Fatal,Substantial,Airplane,N4463M,Piper,PA-12,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,08-08-1983
Accident,NYC82DA186,1982-08-08,"BARNSTEAD, NH",United States,,,NH15,LOCKE LAKE,Non-Fatal,Substantial,Airplane,N3627Z,Piper,PA-22-160,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,08-08-1983
Accident,MKC82DA140,1982-08-08,"STOCKTON, KS",United States,,,,,Non-Fatal,Substantial,Airplane,N53227,Cessna,188,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0.0,0.0,0.0,1.0,UNK,Maneuvering,Probable Cause,08-08-1983
Accident,MIA82DA165,1982-08-08,"CEDAR KEY, FL",United States,,,CDK,LEWIS FIELD,Non-Fatal,Substantial,Airplane,N8876E,Piper,PA 28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,08-08-1983
Accident,FTW82DA320,1982-08-08,"NO. RICHLAND HI, TX",United States,,,F70,MANGHAM,Non-Fatal,Substantial,Airplane,N201BQ,Mooney,M20J,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,08-08-1983
Accident,FTW82DA319,1982-08-08,"CHENEYVILLE, LA",United States,,,,,Non-Fatal,Substantial,Airplane,N8807Z,Eagle,DW-1,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,08-08-1983
Accident,DEN82DA156,1982-08-08,"FAIRBURN, SD",United States,,,3VO,CUSTER STATE PARK,Non-Fatal,Substantial,Airplane,N19889,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,08-08-1983
Accident,ATL82DA232,1982-08-08,"HORRELL HILL, SC",United States,,,11,HOGANS STRIP,Non-Fatal,Substantial,Airplane,N18019,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,08-08-1983
Accident,ATL82DA231,1982-08-08,"WRIGHTSVILLE BC, NC",United States,,,,,Non-Fatal,Substantial,Helicopter,N4265P,Hughes,369HS,No,1.0,Turbo Shaft,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,08-08-1983
Accident,NYC82FA188,1982-08-09,"DANBURY, CT",United States,,,,DANBURY,Fatal(1),Destroyed,Airplane,N98841,Cessna,310R,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,09-08-1983
Accident,FTW82DA322,1982-08-09,"ALTHEIMER, AR",United States,,,,,Non-Fatal,Destroyed,Airplane,N2881J,Cessna,T188C,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,09-08-1983
Accident,DEN82DA159,1982-08-09,"AFTON, WY",United States,,,,,Non-Fatal,Destroyed,Helicopter,N10067,Aerospatiale,SA-315B,No,1.0,Turbo Shaft,Part 133: Rotorcraft Ext. Load,UNK,Unknown,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,09-08-1983
Accident,MKC82DA144,1982-08-09,"SPRINGFIELD, MO",United States,,,3DW,SPRINGFIELD DOWNTOWN,Non-Fatal,Substantial,Airplane,N7904C,Piper,PA-28-235,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,09-08-1983
